id,Type_fraude,Date_systeme
6980572023-12-04 16:07:37.530,Contrat doublant,2024-06-28 00:47:34.392336
6980602023-12-04 16:13:41.655,Contrat doublant,2024-06-28 00:47:34.392336
6980682023-12-04 16:39:22.352,Contrat doublant,2024-06-28 00:47:34.392336
6980732023-12-04 16:41:09.252,Contrat doublant,2024-06-28 00:47:34.392336
6980752023-12-04 16:42:29.014,Contrat doublant,2024-06-28 00:47:34.392336
6980752023-12-04 16:42:36.430,Contrat doublant,2024-06-28 00:47:34.392336
6980762023-12-04 16:48:27.496,Contrat doublant,2024-06-28 00:47:34.392336
6980912023-12-04 17:50:56.515,Contrat doublant,2024-06-28 00:47:34.392336
6980972023-12-04 19:03:56.318,Contrat doublant,2024-06-28 00:47:34.392336
6980972023-12-04 19:04:05.543,Contrat doublant,2024-06-28 00:47:34.392336
6981042023-12-05 07:32:35.371,Contrat doublant,2024-06-28 00:47:34.392336
6981352023-12-05 09:28:29.190,Contrat doublant,2024-06-28 00:47:34.392336
6981392023-12-05 09:33:57.983,Contrat doublant,2024-06-28 00:47:34.392336
6981422023-12-05 09:34:43.802,Contrat doublant,2024-06-28 00:47:34.392336
6981442023-12-05 09:55:40.386,Contrat doublant,2024-06-28 00:47:34.392336
6981592023-12-05 10:01:39.058,Contrat doublant,2024-06-28 00:47:34.392336
6981602023-12-05 10:03:12.176,Contrat doublant,2024-06-28 00:47:34.392336
6981622023-12-05 10:03:22.437,Contrat doublant,2024-06-28 00:47:34.392336
6981622023-12-05 10:03:29.969,Contrat doublant,2024-06-28 00:47:34.392336
6981742023-12-05 10:14:10.953,Contrat doublant,2024-06-28 00:47:34.392336
6981822023-12-05 10:26:08.709,Contrat doublant,2024-06-28 00:47:34.392336
6981842023-12-05 10:34:04.285,Contrat doublant,2024-06-28 00:47:34.392336
6981852023-12-05 10:40:50.155,Contrat doublant,2024-06-28 00:47:34.392336
6981882023-12-05 10:42:43.570,Contrat doublant,2024-06-28 00:47:34.392336
6981892023-12-05 10:48:14.199,Contrat doublant,2024-06-28 00:47:34.392336
6981892023-12-05 10:48:21.997,Contrat doublant,2024-06-28 00:47:34.392336
6981932023-12-05 11:03:42.838,Contrat doublant,2024-06-28 00:47:34.392336
6981932023-12-05 11:03:52.675,Contrat doublant,2024-06-28 00:47:34.392336
6981952023-12-05 11:04:42.982,Contrat doublant,2024-06-28 00:47:34.392336
6981952023-12-05 11:04:52.334,Contrat doublant,2024-06-28 00:47:34.392336
6981992023-12-05 11:11:32.703,Contrat doublant,2024-06-28 00:47:34.392336
6981992023-12-05 11:11:46.217,Contrat doublant,2024-06-28 00:47:34.392336
6982072023-12-05 11:40:34.162,Contrat doublant,2024-06-28 00:47:34.392336
6982082023-12-05 11:53:24.990,Contrat doublant,2024-06-28 00:47:34.392336
6982082023-12-05 11:53:31.971,Contrat doublant,2024-06-28 00:47:34.392336
6982092023-12-05 11:57:29.583,Contrat doublant,2024-06-28 00:47:34.392336
6982132023-12-05 12:05:28.743,Contrat doublant,2024-06-28 00:47:34.392336
6982182023-12-05 13:17:20.517,Contrat doublant,2024-06-28 00:47:34.392336
6982182023-12-05 13:17:36.362,Contrat doublant,2024-06-28 00:47:34.392336
6982192023-12-05 13:17:11.848,Contrat doublant,2024-06-28 00:47:34.392336
6982192023-12-05 13:17:21.676,Contrat doublant,2024-06-28 00:47:34.392336
6982212023-12-05 13:18:38.030,Contrat doublant,2024-06-28 00:47:34.392336
6982252023-12-05 13:25:04.267,Contrat doublant,2024-06-28 00:47:34.392336
6982262023-12-05 13:26:05.109,Contrat doublant,2024-06-28 00:47:34.392336
6982292023-12-05 13:35:53.103,Contrat doublant,2024-06-28 00:47:34.392336
6982302023-12-05 13:41:50.291,Contrat doublant,2024-06-28 00:47:34.392336
6982312023-12-05 13:52:08.030,Contrat doublant,2024-06-28 00:47:34.392336
6982322023-12-05 13:50:56.999,Contrat doublant,2024-06-28 00:47:34.392336
6982332023-12-05 14:00:32.866,Contrat doublant,2024-06-28 00:47:34.392336
6982362023-12-05 14:04:36.292,Contrat doublant,2024-06-28 00:47:34.392336
6982502023-12-05 14:31:06.188,Contrat doublant,2024-06-28 00:47:34.392336
6982512023-12-05 14:31:25.535,Contrat doublant,2024-06-28 00:47:34.392336
6982512023-12-05 14:31:32.962,Contrat doublant,2024-06-28 00:47:34.392336
6982562023-12-05 14:39:23.510,Contrat doublant,2024-06-28 00:47:34.392336
6982592023-12-05 14:42:37.220,Contrat doublant,2024-06-28 00:47:34.392336
6982622023-12-05 14:44:26.503,Contrat doublant,2024-06-28 00:47:34.392336
6982622023-12-05 14:46:52.958,Contrat doublant,2024-06-28 00:47:34.392336
6982642023-12-05 14:45:15.687,Contrat doublant,2024-06-28 00:47:34.392336
6982682023-12-05 14:56:47.394,Contrat doublant,2024-06-28 00:47:34.392336
6982682023-12-05 14:56:56.306,Contrat doublant,2024-06-28 00:47:34.392336
6982712023-12-05 15:04:12.872,Contrat doublant,2024-06-28 00:47:34.392336
6982712023-12-05 15:04:21.197,Contrat doublant,2024-06-28 00:47:34.392336
6982722023-12-05 15:08:08.302,Contrat doublant,2024-06-28 00:47:34.392336
6982782023-12-05 15:32:30.654,Contrat doublant,2024-06-28 00:47:34.392336
6982822023-12-05 15:33:18.822,Contrat doublant,2024-06-28 00:47:34.392336
6982872023-12-05 15:42:46.007,Contrat doublant,2024-06-28 00:47:34.392336
6982872023-12-05 15:42:53.451,Contrat doublant,2024-06-28 00:47:34.392336
6982892023-12-05 15:56:16.861,Contrat doublant,2024-06-28 00:47:34.392336
6982912023-12-05 16:09:44.599,Contrat doublant,2024-06-28 00:47:34.392336
6982972023-12-05 16:22:09.250,Contrat doublant,2024-06-28 00:47:34.392336
6983002023-12-05 16:24:59.584,Contrat doublant,2024-06-28 00:47:34.392336
6983062023-12-05 16:51:01.537,Contrat doublant,2024-06-28 00:47:34.392336
6983082023-12-05 16:54:21.587,Contrat doublant,2024-06-28 00:47:34.392336
6983102023-12-05 17:00:58.284,Contrat doublant,2024-06-28 00:47:34.392336
6983122023-12-05 17:04:18.908,Contrat doublant,2024-06-28 00:47:34.392336
6983122023-12-05 17:04:28.560,Contrat doublant,2024-06-28 00:47:34.392336
6983132023-12-05 17:04:26.087,Contrat doublant,2024-06-28 00:47:34.392336
6983132023-12-05 17:04:34.186,Contrat doublant,2024-06-28 00:47:34.392336
6983192023-12-05 17:25:17.771,Contrat doublant,2024-06-28 00:47:34.392336
6983192023-12-05 17:25:25.728,Contrat doublant,2024-06-28 00:47:34.392336
6983202023-12-05 17:25:58.944,Contrat doublant,2024-06-28 00:47:34.392336
6983202023-12-05 17:26:07.019,Contrat doublant,2024-06-28 00:47:34.392336
6983252023-12-05 17:40:45.198,Contrat doublant,2024-06-28 00:47:34.392336
6983252023-12-05 17:40:52.276,Contrat doublant,2024-06-28 00:47:34.392336
6983262023-12-05 17:41:04.813,Contrat doublant,2024-06-28 00:47:34.392336
6983272023-12-05 17:41:19.627,Contrat doublant,2024-06-28 00:47:34.392336
6983272023-12-05 17:41:26.812,Contrat doublant,2024-06-28 00:47:34.392336
6983292023-12-05 17:54:59.683,Contrat doublant,2024-06-28 00:47:34.392336
6983302023-12-05 17:56:18.608,Contrat doublant,2024-06-28 00:47:34.392336
6983312023-12-05 17:58:53.742,Contrat doublant,2024-06-28 00:47:34.392336
6983352023-12-05 17:59:41.179,Contrat doublant,2024-06-28 00:47:34.392336
6983382023-12-05 18:15:23.083,Contrat doublant,2024-06-28 00:47:34.392336
6983392023-12-05 18:17:35.976,Contrat doublant,2024-06-28 00:47:34.392336
6983392023-12-05 18:17:44.766,Contrat doublant,2024-06-28 00:47:34.392336
6983482023-12-05 18:33:33.292,Contrat doublant,2024-06-28 00:47:34.392336
6983482023-12-05 18:33:44.618,Contrat doublant,2024-06-28 00:47:34.392336
6983492023-12-05 18:35:42.539,Contrat doublant,2024-06-28 00:47:34.392336
6983492023-12-05 18:35:54.401,Contrat doublant,2024-06-28 00:47:34.392336
6983552023-12-06 09:08:39.449,Contrat doublant,2024-06-28 00:47:34.392336
6983552023-12-06 09:09:16.183,Contrat doublant,2024-06-28 00:47:34.392336
6983632023-12-06 09:37:35.011,Contrat doublant,2024-06-28 00:47:34.392336
6983642023-12-06 09:38:41.315,Contrat doublant,2024-06-28 00:47:34.392336
6983662023-12-06 09:46:51.792,Contrat doublant,2024-06-28 00:47:34.392336
6983662023-12-06 09:46:58.875,Contrat doublant,2024-06-28 00:47:34.392336
6983672023-12-06 09:55:46.231,Contrat doublant,2024-06-28 00:47:34.392336
6983712023-12-06 09:56:35.570,Contrat doublant,2024-06-28 00:47:34.392336
6983732023-12-06 09:57:16.772,Contrat doublant,2024-06-28 00:47:34.392336
6983742023-12-06 10:00:13.161,Contrat doublant,2024-06-28 00:47:34.392336
6983742023-12-06 10:00:19.991,Contrat doublant,2024-06-28 00:47:34.392336
6983772023-12-06 10:09:10.385,Contrat doublant,2024-06-28 00:47:34.392336
6983782023-12-06 10:19:54.147,Contrat doublant,2024-06-28 00:47:34.392336
6983782023-12-06 10:20:01.928,Contrat doublant,2024-06-28 00:47:34.392336
6983802023-12-06 10:27:09.159,Contrat doublant,2024-06-28 00:47:34.392336
6983882023-12-06 10:41:59.408,Contrat doublant,2024-06-28 00:47:34.392336
6983892023-12-06 10:44:19.215,Contrat doublant,2024-06-28 00:47:34.392336
6983912023-12-06 10:47:33.021,Contrat doublant,2024-06-28 00:47:34.392336
6983942023-12-06 10:51:26.979,Contrat doublant,2024-06-28 00:47:34.392336
6983952023-12-06 10:56:10.077,Contrat doublant,2024-06-28 00:47:34.392336
6983952023-12-06 10:56:17.638,Contrat doublant,2024-06-28 00:47:34.392336
6984022023-12-06 11:11:48.147,Contrat doublant,2024-06-28 00:47:34.392336
6984022023-12-06 11:11:55.882,Contrat doublant,2024-06-28 00:47:34.392336
6984082023-12-06 11:40:11.733,Contrat doublant,2024-06-28 00:47:34.392336
6984082023-12-06 11:40:21.312,Contrat doublant,2024-06-28 00:47:34.392336
6984092023-12-06 11:40:32.077,Contrat doublant,2024-06-28 00:47:34.392336
6984092023-12-06 11:40:39.219,Contrat doublant,2024-06-28 00:47:34.392336
6984122023-12-06 11:42:55.896,Contrat doublant,2024-06-28 00:47:34.392336
6984122023-12-06 11:43:03.013,Contrat doublant,2024-06-28 00:47:34.392336
6984142023-12-06 11:44:29.982,Contrat doublant,2024-06-28 00:47:34.392336
6984222023-12-06 11:56:51.178,Contrat doublant,2024-06-28 00:47:34.392336
6984252023-12-06 12:01:27.976,Contrat doublant,2024-06-28 00:47:34.392336
6984262023-12-06 12:01:53.527,Contrat doublant,2024-06-28 00:47:34.392336
6984282023-12-06 12:03:02.602,Contrat doublant,2024-06-28 00:47:34.392336
6984362023-12-06 13:11:52.783,Contrat doublant,2024-06-28 00:47:34.392336
6984372023-12-06 13:11:30.923,Contrat doublant,2024-06-28 00:47:34.392336
6984422023-12-06 13:12:53.001,Contrat doublant,2024-06-28 00:47:34.392336
6984442023-12-06 13:14:31.015,Contrat doublant,2024-06-28 00:47:34.392336
6984452023-12-06 13:14:52.534,Contrat doublant,2024-06-28 00:47:34.392336
6984462023-12-06 13:18:56.576,Contrat doublant,2024-06-28 00:47:34.392336
6984472023-12-06 13:19:08.205,Contrat doublant,2024-06-28 00:47:34.392336
6984532023-12-06 13:31:30.065,Contrat doublant,2024-06-28 00:47:34.392336
6984532023-12-06 13:31:37.812,Contrat doublant,2024-06-28 00:47:34.392336
6984572023-12-06 13:37:00.418,Contrat doublant,2024-06-28 00:47:34.392336
6984592023-12-06 13:41:06.335,Contrat doublant,2024-06-28 00:47:34.392336
6984602023-12-06 13:43:11.187,Contrat doublant,2024-06-28 00:47:34.392336
6984632023-12-06 13:45:59.602,Contrat doublant,2024-06-28 00:47:34.392336
6984632023-12-06 13:46:06.907,Contrat doublant,2024-06-28 00:47:34.392336
6984642023-12-06 13:48:27.855,Contrat doublant,2024-06-28 00:47:34.392336
6984652023-12-06 13:48:40.959,Contrat doublant,2024-06-28 00:47:34.392336
6984682023-12-06 13:49:26.208,Contrat doublant,2024-06-28 00:47:34.392336
6984682023-12-06 13:49:34.795,Contrat doublant,2024-06-28 00:47:34.392336
6984702023-12-06 13:51:01.272,Contrat doublant,2024-06-28 00:47:34.392336
6984702023-12-06 13:51:11.678,Contrat doublant,2024-06-28 00:47:34.392336
6984732023-12-06 13:55:26.513,Contrat doublant,2024-06-28 00:47:34.392336
6984762023-12-06 14:02:49.369,Contrat doublant,2024-06-28 00:47:34.392336
6984802023-12-06 14:05:08.673,Contrat doublant,2024-06-28 00:47:34.392336
6984812023-12-06 14:05:04.551,Contrat doublant,2024-06-28 00:47:34.392336
6984862023-12-06 14:06:07.604,Contrat doublant,2024-06-28 00:47:34.392336
6984912023-12-06 14:07:51.851,Contrat doublant,2024-06-28 00:47:34.392336
6984922023-12-06 14:09:40.229,Contrat doublant,2024-06-28 00:47:34.392336
6984952023-12-06 14:13:19.466,Contrat doublant,2024-06-28 00:47:34.392336
6984982023-12-06 14:16:39.076,Contrat doublant,2024-06-28 00:47:34.392336
6984982023-12-06 14:16:46.471,Contrat doublant,2024-06-28 00:47:34.392336
6985002023-12-06 14:17:12.813,Contrat doublant,2024-06-28 00:47:34.392336
6985002023-12-06 14:17:22.743,Contrat doublant,2024-06-28 00:47:34.392336
6985012023-12-06 14:17:30.533,Contrat doublant,2024-06-28 00:47:34.392336
6985012023-12-06 14:17:37.950,Contrat doublant,2024-06-28 00:47:34.392336
6985062023-12-06 14:38:12.873,Contrat doublant,2024-06-28 00:47:34.392336
6985092023-12-06 14:51:09.161,Contrat doublant,2024-06-28 00:47:34.392336
6985142023-12-06 15:15:21.342,Contrat doublant,2024-06-28 00:47:34.392336
6985142023-12-06 15:15:30.095,Contrat doublant,2024-06-28 00:47:34.392336
6985152023-12-06 15:15:55.524,Contrat doublant,2024-06-28 00:47:34.392336
6985162023-12-06 15:16:00.692,Contrat doublant,2024-06-28 00:47:34.392336
6985162023-12-06 15:16:08.063,Contrat doublant,2024-06-28 00:47:34.392336
6985272023-12-06 16:08:34.977,Contrat doublant,2024-06-28 00:47:34.392336
6985272023-12-06 16:08:42.635,Contrat doublant,2024-06-28 00:47:34.392336
6985282023-12-06 16:10:05.353,Contrat doublant,2024-06-28 00:47:34.392336
6985282023-12-06 16:10:13.286,Contrat doublant,2024-06-28 00:47:34.392336
6985302023-12-06 16:10:38.238,Contrat doublant,2024-06-28 00:47:34.392336
6985312023-12-06 16:12:40.164,Contrat doublant,2024-06-28 00:47:34.392336
6985342023-12-06 16:17:03.894,Contrat doublant,2024-06-28 00:47:34.392336
6985342023-12-06 16:17:11.194,Contrat doublant,2024-06-28 00:47:34.392336
6985372023-12-06 16:21:05.443,Contrat doublant,2024-06-28 00:47:34.392336
6985372023-12-06 16:21:12.857,Contrat doublant,2024-06-28 00:47:34.392336
6985382023-12-06 16:35:11.492,Contrat doublant,2024-06-28 00:47:34.392336
6985382023-12-06 16:35:22.355,Contrat doublant,2024-06-28 00:47:34.392336
6985382023-12-06 16:35:29.831,Contrat doublant,2024-06-28 00:47:34.392336
6985402023-12-06 16:35:23.808,Contrat doublant,2024-06-28 00:47:34.392336
6985452023-12-06 16:55:31.174,Contrat doublant,2024-06-28 00:47:34.392336
6985452023-12-06 16:55:38.593,Contrat doublant,2024-06-28 00:47:34.392336
6985462023-12-06 16:56:38.657,Contrat doublant,2024-06-28 00:47:34.392336
6985512023-12-06 17:24:56.837,Contrat doublant,2024-06-28 00:47:34.392336
6985532023-12-06 17:35:23.171,Contrat doublant,2024-06-28 00:47:34.392336
6985542023-12-06 17:40:20.825,Contrat doublant,2024-06-28 00:47:34.392336
6985552023-12-06 17:43:13.112,Contrat doublant,2024-06-28 00:47:34.392336
6985572023-12-06 17:44:07.989,Contrat doublant,2024-06-28 00:47:34.392336
6985592023-12-06 17:45:11.488,Contrat doublant,2024-06-28 00:47:34.392336
6985602023-12-06 17:46:47.732,Contrat doublant,2024-06-28 00:47:34.392336
6985622023-12-06 17:57:43.341,Contrat doublant,2024-06-28 00:47:34.392336
6985662023-12-06 17:59:57.366,Contrat doublant,2024-06-28 00:47:34.392336
6985672023-12-06 17:59:56.341,Contrat doublant,2024-06-28 00:47:34.392336
6985702023-12-06 18:03:41.124,Contrat doublant,2024-06-28 00:47:34.392336
6985732023-12-06 18:06:26.991,Contrat doublant,2024-06-28 00:47:34.392336
6985742023-12-06 18:13:19.508,Contrat doublant,2024-06-28 00:47:34.392336
6985742023-12-06 18:13:26.616,Contrat doublant,2024-06-28 00:47:34.392336
6985752023-12-06 18:17:02.747,Contrat doublant,2024-06-28 00:47:34.392336
6985772023-12-06 18:18:37.554,Contrat doublant,2024-06-28 00:47:34.392336
6985802023-12-06 18:29:37.271,Contrat doublant,2024-06-28 00:47:34.392336
6985852023-12-07 09:07:42.608,Contrat doublant,2024-06-28 00:47:34.392336
6985862023-12-07 09:21:44.604,Contrat doublant,2024-06-28 00:47:34.392336
6985862023-12-07 09:21:53.030,Contrat doublant,2024-06-28 00:47:34.392336
6985892023-12-07 09:24:33.217,Contrat doublant,2024-06-28 00:47:34.392336
6985892023-12-07 09:24:39.951,Contrat doublant,2024-06-28 00:47:34.392336
6985902023-12-07 09:34:51.621,Contrat doublant,2024-06-28 00:47:34.392336
6985912023-12-07 09:35:01.302,Contrat doublant,2024-06-28 00:47:34.392336
6985962023-12-07 09:49:23.238,Contrat doublant,2024-06-28 00:47:34.392336
6985972023-12-07 09:46:32.703,Contrat doublant,2024-06-28 00:47:34.392336
6985992023-12-07 09:48:09.553,Contrat doublant,2024-06-28 00:47:34.392336
6985992023-12-07 09:48:17.000,Contrat doublant,2024-06-28 00:47:34.392336
6986092023-12-07 10:01:04.090,Contrat doublant,2024-06-28 00:47:34.392336
6986092023-12-07 10:01:19.728,Contrat doublant,2024-06-28 00:47:34.392336
6986112023-12-07 10:01:54.346,Contrat doublant,2024-06-28 00:47:34.392336
6986112023-12-07 10:02:07.868,Contrat doublant,2024-06-28 00:47:34.392336
6986132023-12-07 10:05:01.755,Contrat doublant,2024-06-28 00:47:34.392336
6986132023-12-07 10:05:09.320,Contrat doublant,2024-06-28 00:47:34.392336
6986172023-12-07 10:19:30.119,Contrat doublant,2024-06-28 00:47:34.392336
6986192023-12-07 10:22:31.447,Contrat doublant,2024-06-28 00:47:34.392336
6986212023-12-07 10:34:19.395,Contrat doublant,2024-06-28 00:47:34.392336
6986212023-12-07 10:34:26.544,Contrat doublant,2024-06-28 00:47:34.392336
6986232023-12-07 10:53:10.494,Contrat doublant,2024-06-28 00:47:34.392336
6986232023-12-07 10:53:18.821,Contrat doublant,2024-06-28 00:47:34.392336
6986232023-12-07 10:53:25.857,Contrat doublant,2024-06-28 00:47:34.392336
6986242023-12-07 10:44:33.288,Contrat doublant,2024-06-28 00:47:34.392336
6986242023-12-07 10:44:40.043,Contrat doublant,2024-06-28 00:47:34.392336
6986272023-12-07 10:49:18.798,Contrat doublant,2024-06-28 00:47:34.392336
6986302023-12-07 11:03:07.346,Contrat doublant,2024-06-28 00:47:34.392336
6986352023-12-07 11:17:04.543,Contrat doublant,2024-06-28 00:47:34.392336
6986352023-12-07 11:17:11.662,Contrat doublant,2024-06-28 00:47:34.392336
6986382023-12-07 11:18:53.909,Contrat doublant,2024-06-28 00:47:34.392336
6986382023-12-07 11:19:00.855,Contrat doublant,2024-06-28 00:47:34.392336
6986392023-12-07 11:23:04.095,Contrat doublant,2024-06-28 00:47:34.392336
6986452023-12-07 11:33:18.444,Contrat doublant,2024-06-28 00:47:34.392336
6986472023-12-07 11:34:51.300,Contrat doublant,2024-06-28 00:47:34.392336
6986512023-12-07 11:43:26.662,Contrat doublant,2024-06-28 00:47:34.392336
6986562023-12-07 11:53:59.742,Contrat doublant,2024-06-28 00:47:34.392336
6986592023-12-07 12:16:12.356,Contrat doublant,2024-06-28 00:47:34.392336
6986602023-12-07 12:31:16.782,Contrat doublant,2024-06-28 00:47:34.392336
6986602023-12-07 12:31:23.608,Contrat doublant,2024-06-28 00:47:34.392336
6986652023-12-07 13:19:38.561,Contrat doublant,2024-06-28 00:47:34.392336
6986652023-12-07 13:20:13.397,Contrat doublant,2024-06-28 00:47:34.392336
6986742023-12-07 13:42:34.987,Contrat doublant,2024-06-28 00:47:34.392336
6986762023-12-07 13:43:26.942,Contrat doublant,2024-06-28 00:47:34.392336
6986772023-12-07 13:47:55.582,Contrat doublant,2024-06-28 00:47:34.392336
6986792023-12-07 13:54:49.018,Contrat doublant,2024-06-28 00:47:34.392336
6986842023-12-07 14:02:30.240,Contrat doublant,2024-06-28 00:47:34.392336
6986882023-12-07 14:19:47.178,Contrat doublant,2024-06-28 00:47:34.392336
6986892023-12-07 14:18:53.943,Contrat doublant,2024-06-28 00:47:34.392336
6986892023-12-07 14:19:02.788,Contrat doublant,2024-06-28 00:47:34.392336
6986982023-12-07 14:35:39.164,Contrat doublant,2024-06-28 00:47:34.392336
6987032023-12-07 14:47:13.744,Contrat doublant,2024-06-28 00:47:34.392336
6987092023-12-07 14:56:35.567,Contrat doublant,2024-06-28 00:47:34.392336
6987102023-12-07 14:58:09.078,Contrat doublant,2024-06-28 00:47:34.392336
6987182023-12-07 15:17:20.476,Contrat doublant,2024-06-28 00:47:34.392336
6987182023-12-07 15:17:26.956,Contrat doublant,2024-06-28 00:47:34.392336
6987242023-12-07 15:34:38.501,Contrat doublant,2024-06-28 00:47:34.392336
6987242023-12-07 15:34:47.024,Contrat doublant,2024-06-28 00:47:34.392336
6987262023-12-07 15:42:02.124,Contrat doublant,2024-06-28 00:47:34.392336
6987292023-12-07 15:50:03.941,Contrat doublant,2024-06-28 00:47:34.392336
6987292023-12-07 15:50:11.097,Contrat doublant,2024-06-28 00:47:34.392336
6987342023-12-07 15:58:41.684,Contrat doublant,2024-06-28 00:47:34.392336
6987392023-12-07 16:08:46.211,Contrat doublant,2024-06-28 00:47:34.392336
6987402023-12-07 16:09:12.654,Contrat doublant,2024-06-28 00:47:34.392336
6987402023-12-07 16:09:21.834,Contrat doublant,2024-06-28 00:47:34.392336
6987412023-12-07 16:09:21.991,Contrat doublant,2024-06-28 00:47:34.392336
6987432023-12-07 16:28:13.284,Contrat doublant,2024-06-28 00:47:34.392336
6987502023-12-07 16:37:09.112,Contrat doublant,2024-06-28 00:47:34.392336
6987622023-12-07 17:18:11.842,Contrat doublant,2024-06-28 00:47:34.392336
6987662023-12-07 17:23:30.813,Contrat doublant,2024-06-28 00:47:34.392336
6987682023-12-07 17:35:01.983,Contrat doublant,2024-06-28 00:47:34.392336
6987702023-12-07 17:36:04.857,Contrat doublant,2024-06-28 00:47:34.392336
6987722023-12-07 17:36:44.499,Contrat doublant,2024-06-28 00:47:34.392336
6987742023-12-07 17:38:48.909,Contrat doublant,2024-06-28 00:47:34.392336
6987762023-12-07 17:47:36.897,Contrat doublant,2024-06-28 00:47:34.392336
6987802023-12-07 17:50:41.264,Contrat doublant,2024-06-28 00:47:34.392336
6987832023-12-07 17:57:35.939,Contrat doublant,2024-06-28 00:47:34.392336
6987832023-12-07 17:57:44.394,Contrat doublant,2024-06-28 00:47:34.392336
6987842023-12-07 17:58:01.009,Contrat doublant,2024-06-28 00:47:34.392336
6987842023-12-07 17:58:07.793,Contrat doublant,2024-06-28 00:47:34.392336
6987852023-12-07 18:05:35.594,Contrat doublant,2024-06-28 00:47:34.392336
6987872023-12-07 18:10:35.425,Contrat doublant,2024-06-28 00:47:34.392336
6987892023-12-07 18:18:38.445,Contrat doublant,2024-06-28 00:47:34.392336
6987962023-12-08 08:37:21.856,Contrat doublant,2024-06-28 00:47:34.392336
6987962023-12-08 08:37:29.874,Contrat doublant,2024-06-28 00:47:34.392336
6988022023-12-08 09:43:03.743,Contrat doublant,2024-06-28 00:47:34.392336
6988032023-12-08 09:47:05.131,Contrat doublant,2024-06-28 00:47:34.392336
6988052023-12-08 17:01:24.910,Contrat doublant,2024-06-28 00:47:34.392336
6988062023-12-08 10:05:06.451,Contrat doublant,2024-06-28 00:47:34.392336
6988062023-12-08 10:05:13.682,Contrat doublant,2024-06-28 00:47:34.392336
6988272023-12-08 10:38:27.615,Contrat doublant,2024-06-28 00:47:34.392336
6988322023-12-08 10:54:23.003,Contrat doublant,2024-06-28 00:47:34.392336
6988322023-12-08 10:54:31.130,Contrat doublant,2024-06-28 00:47:34.392336
6988452023-12-08 11:08:27.582,Contrat doublant,2024-06-28 00:47:34.392336
6988452023-12-08 11:08:35.203,Contrat doublant,2024-06-28 00:47:34.392336
6988542023-12-08 11:16:47.266,Contrat doublant,2024-06-28 00:47:34.392336
6988542023-12-08 11:16:54.400,Contrat doublant,2024-06-28 00:47:34.392336
6988592023-12-08 11:25:47.654,Contrat doublant,2024-06-28 00:47:34.392336
6988672023-12-08 11:43:21.113,Contrat doublant,2024-06-28 00:47:34.392336
6988692023-12-08 11:53:31.091,Contrat doublant,2024-06-28 00:47:34.392336
6988722023-12-08 12:33:33.176,Contrat doublant,2024-06-28 00:47:34.392336
6988722023-12-08 12:33:40.567,Contrat doublant,2024-06-28 00:47:34.392336
6988732023-12-08 13:06:12.982,Contrat doublant,2024-06-28 00:47:34.392336
6988782023-12-08 13:16:25.619,Contrat doublant,2024-06-28 00:47:34.392336
6988812023-12-08 13:24:37.110,Contrat doublant,2024-06-28 00:47:34.392336
6988812023-12-08 13:24:44.613,Contrat doublant,2024-06-28 00:47:34.392336
6988822023-12-08 13:25:11.081,Contrat doublant,2024-06-28 00:47:34.392336
6988822023-12-08 13:25:18.999,Contrat doublant,2024-06-28 00:47:34.392336
6988832023-12-08 13:25:44.077,Contrat doublant,2024-06-28 00:47:34.392336
6988832023-12-08 13:25:52.029,Contrat doublant,2024-06-28 00:47:34.392336
6988902023-12-08 13:42:35.243,Contrat doublant,2024-06-28 00:47:34.392336
6988922023-12-08 13:43:48.291,Contrat doublant,2024-06-28 00:47:34.392336
6988922023-12-08 13:43:56.492,Contrat doublant,2024-06-28 00:47:34.392336
6988932023-12-08 13:43:20.488,Contrat doublant,2024-06-28 00:47:34.392336
6988952023-12-08 13:49:34.334,Contrat doublant,2024-06-28 00:47:34.392336
6988952023-12-08 13:49:44.783,Contrat doublant,2024-06-28 00:47:34.392336
6988962023-12-08 13:50:02.661,Contrat doublant,2024-06-28 00:47:34.392336
6988962023-12-08 13:50:10.564,Contrat doublant,2024-06-28 00:47:34.392336
6988972023-12-08 13:55:44.332,Contrat doublant,2024-06-28 00:47:34.392336
6988992023-12-08 14:07:25.662,Contrat doublant,2024-06-28 00:47:34.392336
6988992023-12-08 14:07:33.416,Contrat doublant,2024-06-28 00:47:34.392336
6989052023-12-08 14:13:48.946,Contrat doublant,2024-06-28 00:47:34.392336
6989052023-12-08 14:14:02.941,Contrat doublant,2024-06-28 00:47:34.392336
6989072023-12-08 14:24:12.545,Contrat doublant,2024-06-28 00:47:34.392336
6989072023-12-08 14:24:19.885,Contrat doublant,2024-06-28 00:47:34.392336
6989092023-12-08 14:24:39.047,Contrat doublant,2024-06-28 00:47:34.392336
6989122023-12-08 14:31:38.286,Contrat doublant,2024-06-28 00:47:34.392336
6989122023-12-08 14:31:46.353,Contrat doublant,2024-06-28 00:47:34.392336
6989142023-12-08 14:34:28.399,Contrat doublant,2024-06-28 00:47:34.392336
6989142023-12-08 14:34:35.947,Contrat doublant,2024-06-28 00:47:34.392336
6989162023-12-08 14:35:54.252,Contrat doublant,2024-06-28 00:47:34.392336
6989242023-12-08 14:59:22.253,Contrat doublant,2024-06-28 00:47:34.392336
6989252023-12-08 15:00:17.389,Contrat doublant,2024-06-28 00:47:34.392336
6989252023-12-08 15:00:26.249,Contrat doublant,2024-06-28 00:47:34.392336
